"country","collection_date","meta_key","geo_name","agesex","dau","mau_lower","mau_upper","pop_dau","pop_mau_lower","pop_mau_upper"
"EG",2023-10-16,998,"Giza Governorate","T_20Plus",1765179,1800000,2100000,2215801.6746373,2129933.21043684,2134212.21531976
"EG",2023-10-16,999,"Monufia Governorate","T_20Plus",567466,581900,684600,3354734.18619186,3213067.65293036,3219198.23655938
"EG",2023-10-16,1000,"Minya Governorate","T_20Plus",321544,340600,400700,257449.223887301,242684.40817958,243182.452791235
"EG",2023-10-16,1001,"Cairo Governorate","T_20Plus",0,2800000,3200000,0,3483368.24521875,3384597.6062334
"EG",2023-10-16,1002,"Qalyubia Governorate","T_20Plus",1003532,1000000,1200000,999519.031751535,946438.30179183,948339.682593308
"EG",2023-10-16,1003,"New Valley Governorate","T_20Plus",25546,25900,30400,4834101.48610538,4352847.18533541,4352321.69609625
"EG",2023-10-16,1004,"Al Sharqia Governorate","T_20Plus",744155,765400,900400,4291787.77020552,4069121.58190215,4077160.65978257
"EG",2023-10-16,1005,"Suez Governorate","T_20Plus",178560,180300,212100,3837888.30456425,3602622.00010691,3608331.97047885
"EG",2023-10-16,1006,"Aswan Governorate","T_20Plus",140540,146700,172600,596301.031744635,536358.261275466,537275.168341934
"EG",2023-10-16,1007,"Asyut Governorate","T_20Plus",275706,297500,350000,3530522.65419033,3334452.74227581,3340427.60875402
"EG",2023-10-16,1008,"Beni Suef Governorate","T_20Plus",226665,246300,289700,3740532.07801636,3624094.94538065,3630711.37241606
"EG",2023-10-16,1009,"Port Said Governorate","T_20Plus",147754,138500,162900,2657035.70896489,2369781.04443827,2374925.24129287
"EG",2023-10-16,1010,"Damietta Governorate","T_20Plus",202031,204100,240100,1860248.08929474,1774318.66610443,1777277.83748715
"EG",2023-10-16,1011,"Kafr el-Sheikh Governorate","T_20Plus",264469,267500,314700,166853.084879795,153314.910768235,153637.085973881
"EG",2023-10-16,1012,"Matrouh Governorate","T_20Plus",120748,113600,133600,71698.9308443702,62688.6943285405,62787.4083548202
"EG",2023-10-16,1013,"Qena Governorate","T_20Plus",224440,244800,288000,276050.972662988,263865.876817059,264369.210676119
"EG",2023-10-16,1014,"Sohag Governorate","T_20Plus",246788,265000,311700,2863068.89356207,2737457.52906458,2742387.74850859
"EG",2023-10-16,1015,"South Sinai Governorate","T_20Plus",84165,80000,94100,2962486.55165757,2741194.83195295,2746186.8459577
"EG",2023-10-16,1016,"North Sinai Governorate","T_20Plus",42617,43000,50600,521194.2640531,447583.331428682,447729.463808495
"EG",2023-10-16,4194,"Luxor Governorate","T_20Plus",64730,70400,82800,2012605.59743514,1912654.45896137,1916755.60451675
"EG",2023-10-17,991,"Dakahlia Governorate","T_20Plus",609567,610100,717800,6649042.92097978,6668154.74862664,6679349.46472591
"EG",2023-10-17,992,"Red Sea Governorate","T_20Plus",139596,139400,164000,225488.096586875,222832.366815063,223048.375770553
"EG",2023-10-17,993,"Beheira Governorate","T_20Plus",625448,651800,766800,5225779.35812023,5259630.95475427,5268094.08547022
"EG",2023-10-17,994,"Faiyum Governorate","T_20Plus",209361,228500,268900,791586.015184952,828335.242974432,829801.69620992
"EG",2023-10-17,995,"Gharbia Governorate","T_20Plus",514304,513700,604400,1952598.83229849,1952356.10646084,1955484.59958269
"EG",2023-10-17,996,"Alexandria Governorate","T_20Plus",1013031,982600,1200000,906136.532117365,905362.927015185,909278.173372281
"EG",2023-10-17,997,"Ismailia Governorate","T_20Plus",216941,222100,261300,788450.562052208,796758.050508841,798188.666810798
"EG",2023-10-17,998,"Giza Governorate","T_20Plus",1763966,1800000,2100000,2078040.42121938,2118728.70497564,2122060.13535766
"EG",2023-10-17,999,"Monufia Governorate","T_20Plus",569767,581400,684000,3161092.52321372,3193419.00452711,3198062.99101726
"EG",2023-10-17,1000,"Minya Governorate","T_20Plus",322013,344300,405100,241961.478014956,244030.22445084,244452.915249677
"EG",2023-10-17,1001,"Cairo Governorate","T_20Plus",2784179,2800000,3300000,3315250.22859428,3465043.99996278,3470492.33925671
"EG",2023-10-17,1002,"Qalyubia Governorate","T_20Plus",1004867,1100000,1200000,939269.18262274,1035605.52342007,942939.891714321
"EG",2023-10-17,1003,"New Valley Governorate","T_20Plus",25546,26200,30800,4536672.30820291,4380102.89945294,4384481.14358552
"EG",2023-10-17,1004,"Al Sharqia Governorate","T_20Plus",750164,766400,901700,4060249.29263321,4053004.35031692,4059798.64236511
"EG",2023-10-17,1005,"Suez Governorate","T_20Plus",179636,179800,211600,3623457.54135628,3573732.34433488,3579328.56783157
"EG",2023-10-17,1006,"Aswan Governorate","T_20Plus",139589,146600,172500,555825.483573799,533173.058305073,533906.443866368
"EG",2023-10-17,1007,"Asyut Governorate","T_20Plus",279371,301100,354300,3357343.32090497,3357049.28735524,3362213.27109469
"EG",2023-10-17,1008,"Beni Suef Governorate","T_20Plus",231946,249700,293800,3592174.72768694,3654795.3424384,3661129.63927989
"EG",2023-10-17,1009,"Port Said Governorate","T_20Plus",147879,137700,162000,2495665.04463761,2343698.56147862,2348356.13243281
"EG",2023-10-17,1010,"Damietta Governorate","T_20Plus",204587,206200,242600,1767878.99005132,1783144.92948856,1785558.35140044
"EG",2023-10-17,1011,"Kafr el-Sheikh Governorate","T_20Plus",265179,271100,319000,157007.443759999,154560.847741873,154849.599714557
"EG",2023-10-17,1012,"Matrouh Governorate","T_20Plus",124169,113400,133400,69193.8608673432,62249.133860937,62336.4425762965
"EG",2023-10-17,1013,"Qena Governorate","T_20Plus",230408,248300,292200,265955.038694699,266230.557873297,266697.339787949
"EG",2023-10-17,1014,"Sohag Governorate","T_20Plus",248004,266700,313800,2700151.25300776,2740525.81273458,2745143.69501753
"EG",2023-10-17,1015,"South Sinai Governorate","T_20Plus",82902,79700,93800,2738492.24009393,2716549.38163129,2721844.95706081
"EG",2023-10-17,1016,"North Sinai Governorate","T_20Plus",43421,43400,51000,498354.31278658,449370.484486721,448699.328758988
"EG",2023-10-17,4194,"Luxor Governorate","T_20Plus",67535,70500,82900,1970623.33106582,1905295.49433708,1908143.4510176
"EG",2023-10-18,991,"Dakahlia Governorate","T_20Plus",608119,607900,715100,6612316.27089306,6673947.86752475,6683689.66203288
"EG",2023-10-18,992,"Red Sea Governorate","T_20Plus",143186,138200,162600,230557.131362782,221906.265142019,222123.518543612
"EG",2023-10-18,993,"Beheira Governorate","T_20Plus",629802,649600,764200,5245552.68017917,5265419.21917123,5273479.20498366
"EG",2023-10-18,994,"Faiyum Governorate","T_20Plus",212465,227000,267000,800787.127142497,826593.172710952,827586.815874875
"EG",2023-10-18,995,"Gharbia Governorate","T_20Plus",518407,515600,606600,1961965.3669608,1968377.53413762,1971292.80291996
"EG",2023-10-18,996,"Alexandria Governorate","T_20Plus",1006398,980700,1200000,897362.725591026,907670.339498807,913304.404881714
"EG",2023-10-18,997,"Ismailia Governorate","T_20Plus",214405,223100,262400,776774.741170866,803939.733567443,805098.03022008
"EG",2023-10-18,998,"Giza Governorate","T_20Plus",1775823,1800000,2100000,2085406.93832696,2128243.77640238,2131456.4957148
"EG",2023-10-18,999,"Monufia Governorate","T_20Plus",570096,576200,677900,3152936.80323819,3179070.45963771,3183576.80481163
"EG",2023-10-18,1000,"Minya Governorate","T_20Plus",323301,343600,404200,242162.687753618,244627.779572885,244989.839318625
"EG",2023-10-18,1001,"Cairo Governorate","T_20Plus",2768034,2800000,3300000,3285624.56644969,3480605.28493475,3485859.47993901
"EG",2023-10-18,1002,"Qalyubia Governorate","T_20Plus",1002791,1100000,1200000,934370.833190798,1040256.3597929,947115.17537855
"EG",2023-10-18,1003,"New Valley Governorate","T_20Plus",25975,26000,30600,4598301.20247871,4366187.59540266,4375298.65097152
"EG",2023-10-18,1004,"Al Sharqia Governorate","T_20Plus",748857,761000,895300,4040384.82115716,4042520.69720813,4048832.35479763
"EG",2023-10-18,1005,"Suez Governorate","T_20Plus",178560,178600,210200,3590387.59363383,3565823.24269021,3571391.00960679
"EG",2023-10-18,1006,"Aswan Governorate","T_20Plus",141609,146000,171800,562089.497812196,533375.549172097,534094.380572823
"EG",2023-10-18,1007,"Asyut Governorate","T_20Plus",277905,302600,356000,3329186.68550934,3388924.60659474,3393304.94256058
"EG",2023-10-18,1008,"Beni Suef Governorate","T_20Plus",232919,247000,290600,3595860.53355333,3631512.097282,3637288.18491816
"EG",2023-10-18,1009,"Port Said Governorate","T_20Plus",149255,137900,162300,2510938.27230599,2357643.30990538,2363122.58238632
"EG",2023-10-18,1010,"Damietta Governorate","T_20Plus",203978,205500,241800,1757054.31270821,1785072.37771246,1787550.55543355
"EG",2023-10-18,1011,"Kafr el-Sheikh Governorate","T_20Plus",262575,267300,314500,154975.07137353,153078.766418284,153341.193711083
"EG",2023-10-18,1012,"Matrouh Governorate","T_20Plus",122601,112400,132300,68104.4906942393,61977.2912434383,62096.1700755586
"EG",2023-10-18,1013,"Qena Governorate","T_20Plus",231154,247800,291500,265974.155219008,266887.667558402,267236.525917972
"EG",2023-10-18,1014,"Sohag Governorate","T_20Plus",254694,264300,310900,2764238.28436869,2728060.93066737,2731817.30254728
"EG",2023-10-18,1015,"South Sinai Governorate","T_20Plus",83376,78700,92600,2745458.72530506,2694511.46952479,2698921.90033802
"EG",2023-10-18,1016,"North Sinai Governorate","T_20Plus",44225,43000,50600,505980.288038324,447228.314421732,447151.350323679
