"country","collection_date","meta_key","geo_name","agesex","dau","mau_lower","mau_upper","pop_dau","pop_mau_lower","pop_mau_upper"
"JO",2023-10-29,1880,"Zarqa Governorate","T_20Plus",194853,186900,219800,916972.0772041,930955.679768869,930575.294475699
"JO",2023-10-29,1881,"Irbid Governorate","T_20Plus",219110,210100,247200,1204006.84225901,1195135.8695848,1195254.77327478
"JO",2023-10-29,1882,"Amman Governorate","T_20Plus",687124,663500,780600,2746792.48768651,2739666.44668778,2740030.45179783
"JO",2023-10-29,4335,"Ajloun Governorate","T_20Plus",27285,25700,30300,110357.74047506,111979.050788527,111933.843959513
"JO",2023-10-29,4336,"Jerash Governorate","T_20Plus",53419,50100,59000,152389.248325669,155668.459909474,155737.049769561
"JO",2023-10-29,4337,"Madaba Governorate","T_20Plus",36591,34900,41100,121801.443846936,118007.133887883,117971.693844525
"JO",2023-10-29,4338,"Aqaba Governorate","T_20Plus",37110,35100,41300,111619.675176644,110733.833230869,110972.095684237
"JO",2023-10-30,1875,"Balqa Governorate","T_20Plus",122067,117200,137900,317168.011683746,312913.755708062,312912.572290435
"JO",2023-10-30,1877,"Karak Governorate","T_20Plus",46362,43300,51000,207248.924583293,207529.787416272,207654.0684017
"JO",2023-10-30,1878,"Mafraq Governorate","T_20Plus",63695,62700,73800,364757.304471499,370130.060434456,369933.154000941
"JO",2023-10-30,1879,"Tafilah Governorate","T_20Plus",21337,20400,24000,59234.3945734523,60412.0887897199,60464.1864670484
"JO",2023-10-30,1880,"Zarqa Governorate","T_20Plus",193441,187700,220800,902235.306852736,932922.405678081,932687.34050405
"JO",2023-10-30,1881,"Irbid Governorate","T_20Plus",220309,212000,249500,1199834.29265672,1203340.78328274,1203637.61914508
"JO",2023-10-30,1882,"Amman Governorate","T_20Plus",698582,660900,777600,2767772.55978272,2723040.25666466,2723304.96036309
"JO",2023-10-30,4335,"Ajloun Governorate","T_20Plus",26782,26200,30800,107360.400419392,113911.218141291,113522.694043257
"JO",2023-10-30,4336,"Jerash Governorate","T_20Plus",54063,50500,59400,152855.471687927,156572.623066598,156437.028979909
"JO",2023-10-30,4337,"Madaba Governorate","T_20Plus",35870,35000,41200,118340.066705467,118089.810654123,117990.323517531
"JO",2023-10-30,4338,"Aqaba Governorate","T_20Plus",37544,34900,41100,111921.266583038,109865.210163994,110184.052286951
"JO",2023-10-31,1875,"Balqa Governorate","T_20Plus",125056,116800,137400,331893.573379105,313178.31336943,313142.848551044
